text,regex
I631--ULQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I474--IPJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S684--BKJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U914--MOX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z483--PYS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T091--ZBE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z626--FEX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E985--RAQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T594--QQL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S692--MYN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H381--PDQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M756--EHC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K621--HWO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D408--IWJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C617--TAO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P272--HIW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A261--WTY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W178--TFA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L215--DEY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D639--GCV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y444--TAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F652--DHY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q783--USE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G801--QHL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U886--JPE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q308--UFI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L202--AWB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P380--YBU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I728--LON,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G983--RJU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A136--FUE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T245--SXI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H671--AAZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M481--LOJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O241--HWC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y240--KZU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O613--BEZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z881--YJY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M928--KEJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C067--QUE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V714--NTG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D722--BNP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y738--IFS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V896--QQL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J733--JOS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M887--KXL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C774--PRV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T633--FLE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C842--TNH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B072--QLD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T748--RYH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z234--ROO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D249--NCS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K796--BBK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I590--HMC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S757--SUN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L389--RKE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U298--PIW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F381--LFT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V172--YEA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D731--EEJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U688--BZJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O435--FFI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y549--JVI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E538--KLG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y389--ZKY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G619--BMB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A808--XBQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z043--CWJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R269--VEH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R261--BKE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q014--PNJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C431--CYV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q608--KUP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R635--RME,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y505--DHI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M695--YQZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V927--TXG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U623--ECW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S909--JUI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T373--KQR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F129--MLM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U211--VNP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B511--JUY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T368--SEM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C876--BFI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E885--MGD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X260--KKW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A678--CKT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G397--HNI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N082--AZI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q486--ATO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G988--VBV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R206--WRP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P282--HZJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L556--MAO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V301--RAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S483--XIB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O827--RGK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T365--MDA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J168--QBF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P190--WVA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M939--SJU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F731--LZC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V602--AQQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K423--KEP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I525--YBB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T478--HQE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L732--VVX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I607--WTU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L857--RUA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E345--LIW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K235--MOR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y203--OUJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L673--ETL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q635--QRN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N135--KEN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V911--TNZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K490--WTO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M273--OEP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D758--KQY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S624--RIK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z736--SUL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K788--DHF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E691--RBS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B239--BLX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E881--UPP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M057--ECC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F662--AZQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V345--DTY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U096--VEA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B682--JZE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U183--BUD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A779--MPP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q426--RBA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J041--QAV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H708--KBB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M489--NAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J073--TDR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P911--PAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K163--NBC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L028--DHF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q142--KQW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z990--HWG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V769--CMZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T591--OAG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L786--UID,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O491--AUW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C564--GRS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J366--UXK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D246--FCN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L775--QUF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E218--UJH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R808--PXD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E078--PYL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E459--QWW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J497--ZXD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W582--UXY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L344--AGM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E817--CGX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q639--MVU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U812--JAZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S256--RVI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W643--JUK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S865--EDW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T520--NNB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F858--JAN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F761--UPK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z522--WUB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R554--YBX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M594--SMZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W084--IFE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U539--IMI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K988--CHU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F622--SVQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O751--RLG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H868--FTC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y903--DQW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z581--ONX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X358--TWV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D456--CGR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C681--VGA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y670--PNM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P031--NBN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P830--RTM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V302--EYO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D431--DEF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U102--LPX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V891--CDT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O829--XXR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C012--UYK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B877--AXB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C788--ELD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y069--OWP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E060--CTD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S057--NZW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R847--AWR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B188--SQP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K652--FDB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W472--KQD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M598--LSM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U733--SAZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z351--AQB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J577--NHI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q898--UKL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T407--JWO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X797--IAD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U871--PSV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I728--GBJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H246--BIY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T400--BMZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X248--NKV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B745--HSS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T213--NFU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C381--BFN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P939--YJV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R158--WAM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J308--NUH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S112--NKS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V644--FFS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T618--DOS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M977--BKJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X323--CRQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H612--XPZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S518--UGC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B225--DAH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V145--DBD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X495--QXR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X383--KWV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z259--ZHF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N973--PZF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X048--IIL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W921--TER,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U259--EVO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S381--IVH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X506--GIZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G185--QHZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G538--QBS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M091--LNI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T265--JDR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O237--QMO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V962--UWD,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z668--DUW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W803--ZVH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U977--JIF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
C189--IYP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K782--ADT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W771--ZRU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P071--DOT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X498--GOL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A771--WPL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q104--JML,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M501--PXT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P176--SGX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J522--HCE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S407--OLM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J402--GNH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S548--CCR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J349--QYU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B297--UIA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L103--NLP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W112--ENX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W961--ZOT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A672--ZBX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J545--HMA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S971--YYA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W236--QIW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T839--UEI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T263--OWM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D147--BZM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J761--VOT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U813--ZHQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S321--GUJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P396--TLK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M708--RMS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B778--KRS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K275--AXY,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R532--ZPE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q804--ZLO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W351--JHO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K897--HNH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B484--UKC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V353--QXK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B599--MXU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y084--HSC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D772--DZM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R189--FYP,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V792--OKR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N961--EXR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K973--AOH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O757--ITS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M629--RXG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S689--SXL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K334--CCO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q627--BQK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K398--GHO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D635--VXE,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G184--IIN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X920--DPK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J739--HTU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V849--AFV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F263--UEJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
M989--ICI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X492--YNZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G760--GYG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V466--FWW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O178--TUJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E671--DMU,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L567--FUJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
